Department,Total,closed,gold,diamond,bronze,green,hybrid,Journal articles,Open,% Open,Closed/AAM embargoed,Closed/AAM immediate,Potential % open
"Land and Water Science, Invercargill, New Zealand, Waterways Centre for Freshwater Management, University of Canterbury and Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Agritech Limited, Lincoln University",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Lincoln Agritech Ltd, Lincoln University",2,2,0,0,0,0,0,0,0,,0,0,0%
"Lincoln Agritech Ltd., Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Research Centre, AgResearch, Canterbury, New Zealand, Faculty of Agriculture and Life Sciences, Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Science Centre, Private Bag 4749, Christchurch, 8140, New Zealand, Bio-Protection Research Centre, Lincoln University",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Lincoln Univ PO, Lincoln 7647",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Lincoln Univ, AERU",4,3,0,0,0,1,0,4,1,25%,3,0,100%
"Lincoln Univ, AGLS Fac",3,2,0,0,0,1,0,3,1,33%,2,0,100%
"Lincoln Univ, AgRes",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Lincoln Univ, Agr & Life Sci",5,3,1,0,0,0,1,5,2,40%,1,2,100%
"Lincoln Univ, Agr & Life Sci Div",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Lincoln Univ, Agribusiness & Econ Res Unit",11,6,5,0,0,0,0,11,5,45%,5,1,100%
"Lincoln Univ, Aotearoa",2,2,0,0,0,0,0,2,0,0%,2,0,100%
"Lincoln Univ, BHU Future Farming Ctr",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Lincoln Univ, Bio Protect Res Ctr",2,1,0,0,0,0,1,2,1,50%,1,0,100%
"Lincoln Univ, BioProtect Res Ctr",4,2,1,0,0,0,1,4,2,50%,2,0,100%
"Lincoln Univ, Bioprotect Ctr",5,5,0,0,0,0,0,5,0,0%,4,0,80%
"Lincoln Univ, Bioprotect Res Centre",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Bioprotect Res Ctr",111,53,28,0,4,9,17,111,58,52%,50,2,99%
"Lincoln Univ, Canterbury",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Canterbury Agr & Sci Ctr",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Christchurch",2,2,0,0,0,0,0,2,0,0%,2,0,100%
"Lincoln Univ, Complex Syst Big Data & Informat Initiat CSBII",3,2,1,0,0,0,0,3,1,33%,2,0,100%
"Lincoln Univ, Ctr Adv Comp C fACS",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Lincoln Univ, Ctr Adv Computat Solut",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Ctr Adv Computat Solut C fACS",3,0,3,0,0,0,0,3,3,100%,0,0,100%
"Lincoln Univ, Ctr Excellence Designing Future Prod Landscapes",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Lincoln Univ, Ctr Excellence Designing Future Product Landscape",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Ctr Excellence Food Future Consumers",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Ctr Excellence Sustainable Tourism",4,1,2,1,0,0,0,4,3,75%,1,0,100%
"Lincoln Univ, Ctr Excellence Sustainable Tourism Reg Landscapes",3,2,0,0,0,1,0,3,1,33%,2,0,100%
"Lincoln Univ, Ctr Excellence: Sustainable Tourism Reg Landscape",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Lincoln Univ, Ctr Food Res",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Ctr Food Res & Innovat",8,6,2,0,0,0,0,8,2,25%,5,0,87%
"Lincoln Univ, Ctr Int Dev LUCID",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Lincoln Univ, Ctr Soil & Environm Res",11,10,0,0,1,0,0,11,1,9%,10,0,100%
"Lincoln Univ, Ctr Wildlife Management & Conservat",2,1,0,0,0,1,0,2,1,50%,1,0,100%
"Lincoln Univ, Dairy NZ Ltd",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, DairyNZ",5,5,0,0,0,0,0,5,0,0%,1,4,100%
"Lincoln Univ, DairyNZ Ltd",3,2,0,0,0,1,0,3,1,33%,1,1,100%
"Lincoln Univ, Dept Accounting Econ & Finance",2,1,1,0,0,0,0,2,1,50%,0,1,100%
"Lincoln Univ, Dept Accounting Finance & Econ",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Lincoln Univ, Dept Agr & Life Sci",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Dept Agr Sci",18,8,9,0,0,1,0,18,10,55%,5,3,100%
"Lincoln Univ, Dept Agribusiness & Commerce",3,2,0,0,0,1,0,3,1,33%,0,2,100%
"Lincoln Univ, Dept Agribusiness & Markets",3,2,1,0,0,0,0,3,1,33%,1,1,100%
"Lincoln Univ, Dept Basic Med Sci",1,1,0,0,0,0,0,0,0,,0,0,0%
"Lincoln Univ, Dept Business & Finance",4,2,1,1,0,0,0,4,2,50%,1,1,100%
"Lincoln Univ, Dept Commerce",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Lincoln Univ, Dept Ecol",3,2,0,0,1,0,0,3,1,33%,2,0,100%
"Lincoln Univ, Dept Environm Management",13,9,1,0,1,1,1,13,4,30%,8,1,100%
"Lincoln Univ, Dept Financial & Business Anal",4,3,0,0,0,1,0,4,1,25%,3,0,100%
"Lincoln Univ, Dept Financial & Business Syst",12,5,7,0,0,0,0,12,7,58%,2,3,100%
"Lincoln Univ, Dept Food Wine & Mol Biosci",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Lincoln Univ, Dept Global Value Chain & Trade",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Dept Global Value Chains & Trade",11,11,0,0,0,0,0,11,0,0%,6,5,100%
"Lincoln Univ, Dept Land Management & Syst",8,3,3,0,0,1,1,8,5,62%,3,0,100%
"Lincoln Univ, Dept Management & Mkt",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Lincoln Univ, Dept Pest Management",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Lincoln Univ, Dept Pest Management & Conservat",15,7,6,0,0,1,1,15,8,53%,6,0,93%
"Lincoln Univ, Dept Soil & Phys Sci",32,23,3,0,0,1,5,32,9,28%,22,1,100%
"Lincoln Univ, Dept Soil Sci",3,2,1,0,0,0,0,3,1,33%,2,0,100%
"Lincoln Univ, Dept Soils & Phys Sci",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Lincoln Univ, Dept Tourism Sport & Soc",18,11,2,0,1,3,1,18,7,38%,11,0,100%
"Lincoln Univ, Dept Wine",2,1,1,0,0,0,0,2,1,50%,1,0,100%
"Lincoln Univ, Dept Wine & Food",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Dept Wine Food & Mol Biosci",88,63,18,1,3,2,1,87,25,28%,57,3,96%
"Lincoln Univ, Dept Wine Food & Mol Biosciences",1,1,0,0,0,0,0,1,0,0%,0,0,0%
"Lincoln Univ, Dept Wine Food Mol Biosci",3,3,0,0,0,0,0,3,0,0%,2,0,66%
"Lincoln Univ, DesignLab",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Econ",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Lincoln Univ, Ellesmere Junct Rd",2,1,1,0,0,0,0,2,1,50%,1,0,100%
"Lincoln Univ, Environm Soc & Design Unit",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Fac AGLS",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Lincoln Univ, Fac Agr & & Life Sci",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Fac Agr & Life Sci",273,158,69,1,12,14,19,273,115,42%,140,11,97%
"Lincoln Univ, Fac Agr & LifeSci",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Lincoln Univ, Fac Agr & Sci",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Fac Agribusiness & Commerce",71,51,11,0,2,1,6,71,20,28%,44,7,100%
"Lincoln Univ, Fac Agribusiness & Trade",2,2,0,0,0,0,0,2,0,0%,2,0,100%
"Lincoln Univ, Fac Commerce",2,2,0,0,0,0,0,2,0,0%,0,2,100%
"Lincoln Univ, Fac Environm Soc & Design",26,17,5,1,1,0,2,24,9,37%,14,1,92%
"Lincoln Univ, Fac Life Sci",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Lincoln Univ, Field Res Ctr",3,3,0,0,0,0,0,3,0,0%,3,0,100%
"Lincoln Univ, Food Grp",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Food Sci",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Forbes 611",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Future Farming Ctr",3,1,1,0,1,0,0,3,2,66%,1,0,100%
"Lincoln Univ, Gene Marker Lab",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Lincoln Univ, Global Value Chains & Trade",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Lincoln Univ, Hist",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Innovat Ctr Food Res & Innovat",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Land Management & Syst",3,1,1,0,1,0,0,3,2,66%,1,0,100%
"Lincoln Univ, Land Res Serv ARGOS",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Lincoln Univ, Lincoln",4,1,0,0,0,3,0,4,3,75%,0,1,100%
"Lincoln Univ, Lincoln Agritech Ltd",3,2,1,0,0,0,0,3,1,33%,2,0,100%
"Lincoln Univ, Lincoln Agritech Ltd 2",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Lincoln Res Ctr",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Natl Ctr Adv Bioprotect Technol",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Lincoln Univ, POB 85084",8,6,1,0,0,1,0,8,2,25%,5,1,100%
"Lincoln Univ, Pest Management & Conservat Dept",2,2,0,0,0,0,0,2,0,0%,2,0,100%
"Lincoln Univ, Private Bag 4800",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Protect Res Ctr",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Lincoln Univ, Res Management Off",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Sch Agr & Life Sci",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Lincoln Univ, Sch Business",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Lincoln Univ, Sch Landscape Architecture",6,4,0,0,1,0,1,6,2,33%,4,0,100%
"Lincoln Univ, Seed Res Ctr",3,3,0,0,0,0,0,3,0,0%,2,1,100%
"Lincoln Univ, Sociol Sport",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Lincoln Univ, Soil Sci Dept",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, South Isl Dairying Dev Ctr",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Lincoln Univ, Tourism",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Trade & Environm Econ",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Waterways Ctr Freshwater Management",2,2,0,0,0,0,0,2,0,0%,2,0,100%
"Lincoln Univ, Wine Food & Mol Biosci",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Wine Food & Mol Sci",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Univ, Yili Innovat Ctr Oceania",1,1,0,0,0,0,0,1,0,0%,1,0,100%
Lincoln University,97,66,10,3,4,8,6,81,31,38%,36,10,79%
"National Centre for Advanced Bio-Protection Technologies, Lincoln University",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"National Institute of Water and Atmospheric Research, P.O. Box 8602, Christchurch, 8440, New Zealand, Department of Environmental Management, Lincoln University",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Overseas Expertise Introduction Center for Discipline Innovation of Food Nutrition and Human Health (111 Center), Guangzhou, China, Department of Wine, Food and Molecular Biosciences, Lincoln University",2,2,0,0,0,0,0,2,0,0%,2,0,100%
"Overseas Expertise Introduction Center for Discipline Innovation of Food Nutrition and Human Health (111 Center), Guangzhou, China, Departsment of Wine, Food and Molecular Biosciences, Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Pest Management and Conservation Department, Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Plant & Environment Sciences, University Copenhagen, Taastrup, Denmark, Lincoln University",2,0,0,0,0,2,0,2,2,100%,0,0,100%
"Plant Biosecurity Cooperative Research Centre, Bruce, ACT, Australia, The Bio-Protection Research Centre, Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Royal Botanic Gardens, Kew, Ardingly, United Kingdom, Bio-Protection Research Centre, Lincoln University",1,1,0,0,0,0,0,1,0,0%,0,0,0%
"School of Agriculture and Food, Faculty of Veterinary and Agricultural Sciences, The University of Melbourne, Parkville, Australia, Department of Wine, Food and Molecular Biosciences, Faculty of Agriculture and Life Sciences, Lincoln University",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"School of Agriculture and Food, Faculty of Veterinary and Agricultural Sciences, University of Melbourne, Melbourne, VIC  3010, Australia, Department OfWine Food and Molecular Biosciences, Faculty of Agriculture and Life Sciences, Lincoln University",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"School of Agriculture and Food, Faculty of Veterinary and Agricultural Sciences, University of Melbourne, Melbourne, VIC  3010, Australia, Department of Wine, Food and Molecular Biosciences, Faculty of Agriculture and Life Sciences, Lincoln University",3,0,3,0,0,0,0,3,3,100%,0,0,100%
"School of Agriculture and Food, Faculty of Veterinary and Agricultural Sciences, University of MelbourneVIC  3010, Australia, Faculty of Agriculture and Life Sciences, Lincoln University",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"School of Agriculture and Life Sciences, Lincoln University",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"School of Banking and Finance, National Economics University, Hanoi, Viet Nam, Department of Agribusiness and Commerce, Lincoln University",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"School of Banking and Finance, National Economics University, Hanoi, Viet Nam, Department of Financial and Business Systems, Lincoln University",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"School of Chemical Sciences, The University of Auckland, Private Bag 92019, Auckland, 1142, New Zealand, Department of Wine, Food and Molecular Bioscience, Lincoln University",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"School of Food Science and Engineering, South China University of Technology, 381 Wushan Road, Guangzhou, Guangdong  510640, China, Centre for Food Research and Innovation, Department of Wine, Food and Molecular Biosciences, Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"School of Food Science and Engineering, South China University of Technology, 381 Wushan Road, Guangzhou, Guangdong  510640, China, Department of Wine, Food and Molecular Biosciences, Centre for Food Research and Innovation, Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"School of Food Science and Engineering, South China University of Technology, Guangzhou, 510640, China, Department of Wine, Food Molecular Biosciences, Lincoln University",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"School of Food Science and Engineering, South China University of Technology, Guangzhou, 510640, China, Department of Wine, Food and Molecular Biosciences, Lincoln University",2,0,2,0,0,0,0,2,2,100%,0,0,100%
"School of Food Science and Engineering, South China University of Technology, Guangzhou, 510641, China, Department of Wine, Food and Molecular Biosciences, Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"School of Food Science and Engineering, South China University of Technology, Overseas Expertise Introduction Center for Discipline Innovation of Food Nutrition and Human Health (111 Center), Guangzhou, China, Department of Wine, Food Molecular Biosciences, Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"School of Health and Social, Lincoln University",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"School of Landscape Architecture, Faculty of Environment, Society and Design, Lincoln University",4,1,2,0,0,0,1,4,3,75%,1,0,100%
"School of Landscape Architecture, Lincoln University",4,2,1,0,1,0,0,4,2,50%,2,0,100%
"Scion, PO Box 29237, Riccarton, Christchurch, 8440, New Zealand, BioProtection Research Centre, Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Seed Research Centre, Lincoln University",3,3,0,0,0,0,0,3,0,0%,2,1,100%
"Senior Lecturer, Faculty of Agribusiness and Commerce, Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Soil Science Department, Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Soil and Environmental Research, Faculty of Agriculture and Life Sciences, Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"South Island Dairying Development Centre, Lincoln University",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Te Tira Whakamataki-the Maori Biosecurity Network, 145 King Street, Rangiora, Canterbury, 7400, New Zealand, Bio-Protection Research Centre, Lincoln University",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"The Bio-Protection Centre, Lincoln University",2,2,0,0,0,0,0,2,0,0%,1,0,50%
"The Bio-Protection Research Centre, Lincoln University",8,3,1,0,0,0,4,8,5,62%,3,0,100%
"The Department of Agriculture Sciences, Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"The Department of Wine, Food and Molecular Biosciences, Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"The State Key Laboratory of Grassland Agro-ecosystems, Lanzhou University, College of Pastoral Agriculture Science and Technology, Lanzhou, 730020, China, Department of Soil and Physical Sciences, Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"The University of Pennsylvania, United States, The Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Tianjin Key Laboratory of Food Biotechnology, College of Biotechnology and Food Science, Tianjin University of Commerce, Tianjin, 300134, China, Centre for Food Research and Innovation, Department of Wine, Food and Molecular Bioscience, Lincoln University",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Tianjin Key Laboratory of Food Biotechnology, College of Biotechnology and Food Science, Tianjin University of Commerce, Tianjin, 300134, China, Department of Wine, Food and Molecular Biosciences, Lincoln University",3,3,0,0,0,0,0,3,0,0%,2,0,66%
"Tianjin Key Laboratory of Food and Biotechnology, School of Biotechnology and Food Science, Tianjin University of Commerce, Tianjin, 300134, China, Centre for Food Research and Innovation, Department of Wine, Food and Molecular Bioscience, Lincoln University",3,2,1,0,0,0,0,3,1,33%,0,0,33%
"Tianjin Key Laboratory of Food and Biotechnology, School of Biotechnology and Food Science, Tianjin University of Commerce, Tianjin, 300134, China, Department of Wine, Food and Molecular Biosciences, Faculty of Agriculture and Life Sciences, Lincoln University",2,1,0,0,0,0,1,2,1,50%,1,0,100%
Tourism at Lincoln University,1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Tūhoe, Te Whakatōhea, Te Whānau a Āpanui, New Zealand, Bio Protection Research Centre, Lincoln University",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"University of Edinburgh Business School, 29 Buccleuch Pl, Edinburgh, EH8 9JS, United Kingdom, Scotland's Rural College, Peter Wilson Building King's Buildings, West Mains Rd, Edinburgh, EH9 3JG, United Kingdom, Land Management and Systems, Faculty of Agribusiness and Commerce, Lincoln University",2,1,0,0,0,0,0,0,0,,0,0,0%
"University of Melbourne, School of Agriculture and Food, Faculty of Veterinary and Agricultural SciencesVIC  3010, Australia, Lincoln University",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Waterways Centre for Freshwater Management, Lincoln University",2,2,0,0,0,0,0,2,0,0%,2,0,100%
"Waterways Centre for Freshwater Management, University of Canterbury and Lincoln University",4,3,0,0,0,0,1,4,1,25%,2,1,100%
"Wine Food and Molecular Sciences, Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Wine, Food & Molecular Biosciences, Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Yili Innovation Center Oceania, Lincoln University",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Zero Invasive Predators, 39 Waiapu Road, Wellington, 6012, New Zealand, Department of Pest Management, Lincoln University",1,0,1,0,0,0,0,1,1,100%,0,0,100%
